restaurantId;restaurantCuisine;restaurantTags;restaurantName;menuId;menuName;menuDescription;menuSections;menuPrice;menuTag;dishType;menuType;cuisine;associatedKeywords;flavor;mealTime;occasion;portion
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-24;Earl Grey Milk Tea;Earl Grey Milk Tea is a sophisticated beverage available at Roti Bakar Kemang - Pop Up Kitchen. This aromatic drink blends the distinctive bergamot-infused Earl Grey tea with creamy milk for a refined and comforting experience.;tea;32000;tea;drink;beverage;british;bergamot,creamy;aromatic;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-25;Boba Milk Tea;Boba Milk Tea is a popular Taiwanese-inspired drink served at Roti Bakar Kemang - Pop Up Kitchen. This fun and chewy beverage combines creamy milk tea with soft, tapioca pearls for a satisfying texture and flavor experience.;special boba;32000;special boba;drink;beverage;taiwanese;chewy,creamy;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-26;Boba Thai Green Tea;Boba Thai Green Tea is an exciting fusion drink offered by Roti Bakar Kemang - Pop Up Kitchen. This refreshing beverage combines the bold flavors of Thai green tea with chewy tapioca pearls for a unique and satisfying texture.;special boba;32000;special boba;drink;beverage;thai;chewy,aromatic;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-27;Milo Machiato + Boba;Milo Machiato + Boba is an innovative beverage creation from Roti Bakar Kemang - Pop Up Kitchen. This indulgent drink layers rich Milo with milk in a macchiato style, topped with chewy tapioca pearls for added texture and fun.;special boba;32000;special boba;drink;beverage;fusion;chocolate,chewy;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-28;Coffee Milo Machiato + Boba;Coffee Milo Machiato + Boba is a unique fusion drink served at Roti Bakar Kemang - Pop Up Kitchen. This creative beverage combines the rich flavors of coffee and Milo in a macchiato style, enhanced with chewy tapioca pearls for an exciting texture experience.;special boba;34000;special boba;drink;beverage;fusion;coffee,chocolate,chewy;bitter,sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-29;Boba Thai Tea;Boba Thai Tea is a popular Southeast Asian-inspired drink offered by Roti Bakar Kemang - Pop Up Kitchen. This sweet and creamy beverage features the bold flavors of Thai tea complemented by chewy tapioca pearls.;special boba;32000;special boba;drink;beverage;thai;chewy,spiced;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-30;Earl Grey Milk Tea Boba;Earl Grey Milk Tea Boba is a sophisticated twist on a classic boba drink available at Roti Bakar Kemang - Pop Up Kitchen. This aromatic beverage combines the refined flavors of Earl Grey tea with creamy milk and chewy tapioca pearls for a luxurious drinking experience.;special boba;32000;special boba;drink;beverage;fusion;bergamot,chewy;aromatic,sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-31;Cream Cheese Boba Milk Tea;Cream Cheese Boba Milk Tea is a delightful fusion of creamy milk tea and chewy tapioca pearls. This unique beverage from Roti Bakar Kemang - Pop Up Kitchen offers a perfect balance of sweet and savory flavors.;special boba;38000;boba,milk tea;drink;beverage;taiwanese;creamy,chewy,sweet;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-32;Single Espresso;Single Espresso is a concentrated shot of pure coffee essence. This classic offering from Roti Bakar Kemang - Pop Up Kitchen delivers a bold and intense flavor profile for true coffee enthusiasts.;coffee & latte (hot/iced);15000;coffee;drink;beverage;italian;strong,caffeine;bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-33;Double Espresso;Double Espresso provides an extra kick for those seeking a stronger coffee experience. This potent brew from Roti Bakar Kemang - Pop Up Kitchen is perfect for those who need an intense caffeine boost.;coffee & latte (hot/iced);25000;coffee;drink;beverage;italian;strong,caffeine;bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-34;Caffe Mocha;Caffe Mocha is a delightful blend of espresso, steamed milk, and rich chocolate. This indulgent coffee drink from Roti Bakar Kemang - Pop Up Kitchen satisfies both coffee and chocolate cravings in one cup.;coffee & latte (hot/iced);29000;coffee;drink;beverage;italian;chocolate,caffeine;sweet,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-35;Americano;Americano is a classic coffee drink that dilutes espresso with hot water. This simple yet satisfying beverage from Roti Bakar Kemang - Pop Up Kitchen offers a smooth, full-bodied flavor similar to drip coffee but with a distinct espresso character.;coffee & latte (hot/iced);28000;coffee;drink;beverage;american;caffeine,diluted;bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-36;Affogato;"Affogato is an Italian coffee-based dessert. This delightful treat from Roti Bakar Kemang - Pop Up Kitchen features a scoop of vanilla gelato or ice cream ""drowned"" in a shot of hot espresso, creating a perfect blend of hot and cold, bitter and sweet.";coffee & latte (hot/iced);30000;coffee,dessert;drink,food;dessert;italian;espresso,ice cream;bitter,sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-37;Cappuccino;Cappuccino is a classic Italian coffee drink made with equal parts espresso, steamed milk, and milk foam. This perfectly balanced beverage from Roti Bakar Kemang - Pop Up Kitchen offers a rich, creamy texture and robust coffee flavor.;coffee & latte (hot/iced);30000;coffee;drink;beverage;italian;frothy,milk;creamy,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-38;Caramel Macchiato;Caramel Macchiato is a sweet and creamy espresso-based drink. This indulgent beverage from Roti Bakar Kemang - Pop Up Kitchen features espresso marked with foamed milk and topped with a drizzle of caramel sauce for a delightful flavor combination.;coffee & latte (hot/iced);36000;coffee;drink;beverage;italian;caramel,milk;sweet,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-39;Latte;Latte is a coffee drink made with espresso and steamed milk. This creamy and mild coffee beverage from Roti Bakar Kemang - Pop Up Kitchen is perfect for those who enjoy a smoother, less intense coffee flavor.;coffee & latte (hot/iced);30000;coffee;drink;beverage;italian;milk,espresso;creamy,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-40;Flavour : ( Caramel, Hazelnut, Vanilla, Green Tea, And Crème Brulee );Flavour options include Caramel, Hazelnut, Vanilla, Green Tea, and Crème Brulee. These delightful additions from Roti Bakar Kemang - Pop Up Kitchen allow you to customize your coffee experience with a variety of sweet and aromatic flavors.;coffee & latte (hot/iced);35000;coffee;drink;beverage;fusion;flavored,variety;sweet,various;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-41;Espresso Asian Latte;Espresso Asian Latte is a unique fusion of traditional espresso and Asian-inspired flavors. This innovative coffee drink from Roti Bakar Kemang - Pop Up Kitchen offers a delightful twist on the classic latte, incorporating regional tastes for a truly unique experience.;coffee & latte (hot/iced);28000;coffee;drink;beverage;fusion;asian-inspired,espresso;creamy,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-42;Piccolo;Piccolo is a small latte made with a shot of espresso and steamed milk. This compact coffee drink from Roti Bakar Kemang - Pop Up Kitchen is perfect for those who want a quick, concentrated dose of creamy coffee flavor.;coffee & latte (hot/iced);28000;coffee;drink;beverage;australian;small,strong;bitter,creamy;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-43;Iced Avocado Coffee;Iced Avocado Coffee is a refreshing and unique beverage that combines rich coffee with creamy avocado. This innovative drink from Roti Bakar Kemang - Pop Up Kitchen offers a perfect balance of caffeine kick and smooth, nutritious avocado goodness.;coffee & latte (hot/iced);38000;coffee;drink;beverage;indonesian;avocado,coffee;creamy,bitter;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-45;Es Kopi Pandan;Es Kopi Pandan is a refreshing Indonesian-style iced coffee infused with pandan flavor. This unique beverage from Roti Bakar Kemang - Pop Up Kitchen offers a delightful combination of bold coffee notes and the sweet, fragrant essence of pandan leaves.;es kopi rbk;29000;coffee;drink;beverage;indonesian;pandan,iced;sweet,aromatic;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-48;Es Kopi Regal;Es Kopi Regal is an indulgent iced coffee drink featuring the popular Regal biscuits. This delightful creation from Roti Bakar Kemang - Pop Up Kitchen combines the rich flavor of coffee with the sweet, buttery notes of Regal biscuits for a truly satisfying treat.;es kopi rbk;30000;coffee;drink;beverage;indonesian;biscuit,iced;sweet,crunchy;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-49;Iced Biscoff Latte;Iced Biscoff Latte is a cool and creamy coffee drink infused with the distinctive flavor of Biscoff cookies. This indulgent beverage from Roti Bakar Kemang - Pop Up Kitchen offers a perfect balance of coffee and the caramelized, spiced notes of Biscoff.;es kopi rbk;35000;coffee;drink;beverage;fusion;biscoff,iced;sweet,creamy;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-50;Nutella;Nutella is a beloved chocolate-hazelnut spread. This delicious offering from Roti Bakar Kemang - Pop Up Kitchen can be enjoyed as a topping or filling for various menu items, adding a rich and indulgent flavor to your meal.;extra;9000;spread;food;condiment;italian;hazelnut,chocolate;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-51;Cheese;Cheese is a versatile dairy product that adds richness and flavor to many dishes. This offering from Roti Bakar Kemang - Pop Up Kitchen can be incorporated into various menu items, providing a savory and creamy element to your meal.;extra;9000;dairy;food;condiment;various;savory,creamy;savory;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-52;Ovamaltine;Ovamaltine is a popular chocolate malt beverage. This comforting drink from Roti Bakar Kemang - Pop Up Kitchen offers a rich, chocolatey flavor with a hint of malt, perfect for those seeking a sweet and nostalgic treat.;extra;9000;drink mix;drink;beverage;swiss;malt,chocolate;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-53;Es Krim;Es Krim is the Indonesian term for ice cream. This classic dessert offering from Roti Bakar Kemang - Pop Up Kitchen provides a cool and creamy treat, perfect for satisfying your sweet tooth on a hot day.;extra;12000;ice cream;food;dessert;various;cold,sweet;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-54;Oreo;Oreo is a beloved chocolate sandwich cookie. This popular treat from Roti Bakar Kemang - Pop Up Kitchen can be enjoyed on its own or incorporated into various desserts and beverages for an extra layer of chocolatey goodness.;extra;7000;cookie;food;snack;american;chocolate,cream;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-55;Regal;Regal is a popular brand of biscuits in Indonesia. These sweet, buttery cookies from Roti Bakar Kemang - Pop Up Kitchen can be enjoyed on their own or used as an ingredient in various desserts and beverages.;extra;7000;biscuit;food;snack;indonesian;buttery,crispy;sweet;anytime;casual;1
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-56;Roti Maryam Ovomaltine;Roti Maryam Ovomaltine is a delightful fusion of traditional Indian flatbread and chocolate malt spread. This unique creation from Roti Bakar Kemang - Pop Up Kitchen offers a perfect blend of flaky, buttery bread and rich, chocolatey Ovomaltine flavor.;roti maryam;28000;bread;food;snack;fusion;flatbread,chocolate;sweet;anytime;casual;2
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-57;Roti Maryam Nutella;Roti Maryam Nutella combines the flaky, buttery goodness of Indian flatbread with the rich, chocolate-hazelnut flavor of Nutella. This indulgent offering from Roti Bakar Kemang - Pop Up Kitchen provides a perfect balance of textures and flavors for a satisfying treat.;roti maryam;28000;bread;food;snack;fusion;flatbread,hazelnut;sweet;anytime;casual;2
6-C3UZN6XERY4CEN;bakery cake;bakery & cake,snack,dessert;Roti Bakar Kemang - Pop Up Kitchen;6-C3UZN6XERY4CEN-58;Roti Maryam Susu;Roti Maryam Susu is a delightful combination of flaky Indian flatbread and sweet condensed milk. This simple yet satisfying treat from Roti Bakar Kemang - Pop Up Kitchen offers a perfect balance of buttery bread and creamy sweetness.;roti maryam;22000;bread;food;snack;fusion;flatbread,milk;sweet;anytime;casual;2
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-15;Pisang Goreng Kipas Wijen Isi 45 Pcs Goreng Dadakan;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,fried bananas with sesame sprinkles;86450;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;45
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-16;Sesame Horn Fried Bananas 40 Pcs Impromptu Fried;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,fried sesame horn bananas suddenly fried;76950;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;40
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-17;Pisang Goreng Wijen Isi 40 Pcs Goreng Dadakan;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,sesame fried bananas suddenly;76475;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;40
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-18;Pisang Goreng Kipas Wijen Isi 40 Pcs Goreng Dadakan;Tasty Guaranteed Hot Fres Anget;today's offer,fried bananas with sesame sprinkles;76950;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;40
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-19;Sesame Horn Fried Bananas 35 Pcs;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,fried sesame horn bananas suddenly fried;67450;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;35
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-20;Pisang Goreng Wijen Isi 35 Pcs Goreng Dadakan;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,sesame fried bananas suddenly;66975;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;35
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-21;Pisang Goreng Kipas Wijen Isi 35 Pcs Goreng Dadakan;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,fried bananas with sesame sprinkles;67450;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;35
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-22;Sesame Horn Fried Bananas Contains 30 Pieces Impromptu Fried;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,fried sesame horn bananas suddenly fried;57950;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;30
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-23;Pisang Goreng Wijen Isi 30 Pcs Goreng Dadakan;It'S Delicious Sweet And Savory Guaranteed Fresh Angget'S Hot;today's offer,sesame fried bananas suddenly;57475;fried bananas;food;snack;Indonesian;banana,sesame,fried;sweet,savory;anytime;casual;30
6-C4D3JF6AMAJ3A6;bakery cake;bakery & cake,chicken,snack;Jajanan Kue Cucur Aromanis Neng Juminten - Gambir;6-C4D3JF6AMAJ3A6-25;Ubi Goreng Wijen Isi 25 Pcs Goreng Dadakan;Tasty Guaranteed Hot Fres Anget;today's offer,ubi goreng wijen di goreng dadakan;47975;fried cassava;food;snack;Indonesian;cassava,sesame,fried;sweet,savory;anytime;casual;25
